kegg_pathway	entrezgene	kegg_pathway_definition
01120	b0723	Microbial metabolism in diverse environments
01120	b0724	Microbial metabolism in diverse environments
01120	b0726	Microbial metabolism in diverse environments
01120	b0727	Microbial metabolism in diverse environments
01120	b0728	Microbial metabolism in diverse environments
01120	b0729	Microbial metabolism in diverse environments
01120	b0737	Microbial metabolism in diverse environments
01120	b0755	Microbial metabolism in diverse environments
01120	b0756	Microbial metabolism in diverse environments
01120	b0767	Microbial metabolism in diverse environments
01120	b0771	Microbial metabolism in diverse environments
01120	b0823	Microbial metabolism in diverse environments
01120	b0851	Microbial metabolism in diverse environments
01120	b0870	Microbial metabolism in diverse environments
01120	b0903	Microbial metabolism in diverse environments
01120	b0907	Microbial metabolism in diverse environments
01120	b0963	Microbial metabolism in diverse environments
01120	b0968	Microbial metabolism in diverse environments
01120	b0972	Microbial metabolism in diverse environments
01120	b0973	Microbial metabolism in diverse environments
01120	b1002	Microbial metabolism in diverse environments
01120	b1033	Microbial metabolism in diverse environments
01120	b1136	Microbial metabolism in diverse environments
01120	b1207	Microbial metabolism in diverse environments
01120	b1210	Microbial metabolism in diverse environments
01120	b1224	Microbial metabolism in diverse environments
01120	b1225	Microbial metabolism in diverse environments
01120	b1227	Microbial metabolism in diverse environments
01120	b1241	Microbial metabolism in diverse environments
01120	b1276	Microbial metabolism in diverse environments
01120	b1302	Microbial metabolism in diverse environments
01120	b1378	Microbial metabolism in diverse environments
01120	b1380	Microbial metabolism in diverse environments
01120	b1385	Microbial metabolism in diverse environments
01120	b1387	Microbial metabolism in diverse environments
01120	b1388	Microbial metabolism in diverse environments
01120	b1389	Microbial metabolism in diverse environments
01120	b1390	Microbial metabolism in diverse environments
01120	b1391	Microbial metabolism in diverse environments
01120	b1392	Microbial metabolism in diverse environments
01120	b1393	Microbial metabolism in diverse environments
01120	b1394	Microbial metabolism in diverse environments
01120	b1395	Microbial metabolism in diverse environments
01120	b1397	Microbial metabolism in diverse environments
01120	b1398	Microbial metabolism in diverse environments
01120	b1406	Microbial metabolism in diverse environments
01120	b1415	Microbial metabolism in diverse environments
01120	b1461	Microbial metabolism in diverse environments
01120	b1465	Microbial metabolism in diverse environments
01120	b1467	Microbial metabolism in diverse environments
01120	b1468	Microbial metabolism in diverse environments
01120	b1478	Microbial metabolism in diverse environments
01120	b1493	Microbial metabolism in diverse environments
01120	b1525	Microbial metabolism in diverse environments
01120	b1611	Microbial metabolism in diverse environments
01120	b1612	Microbial metabolism in diverse environments
01120	b1638	Microbial metabolism in diverse environments
01120	b1650	Microbial metabolism in diverse environments
01120	b1670	Microbial metabolism in diverse environments
01120	b1676	Microbial metabolism in diverse environments
01120	b1694	Microbial metabolism in diverse environments
01120	b1702	Microbial metabolism in diverse environments
01120	b1723	Microbial metabolism in diverse environments
01120	b1779	Microbial metabolism in diverse environments
01120	b1780	Microbial metabolism in diverse environments
01120	b1850	Microbial metabolism in diverse environments
01120	b1851	Microbial metabolism in diverse environments
01120	b1852	Microbial metabolism in diverse environments
01120	b1854	Microbial metabolism in diverse environments
01120	b1967	Microbial metabolism in diverse environments
01120	b1970	Microbial metabolism in diverse environments
01120	b2029	Microbial metabolism in diverse environments
01120	b2097	Microbial metabolism in diverse environments
01120	b2133	Microbial metabolism in diverse environments
01120	b2154	Microbial metabolism in diverse environments
01120	b2167	Microbial metabolism in diverse environments
01120	b2169	Microbial metabolism in diverse environments
01120	b2203	Microbial metabolism in diverse environments
01120	b2206	Microbial metabolism in diverse environments
01120	b2210	Microbial metabolism in diverse environments
01120	b2221	Microbial metabolism in diverse environments
01120	b2222	Microbial metabolism in diverse environments
01120	b2224	Microbial metabolism in diverse environments
01120	b2245	Microbial metabolism in diverse environments
01120	b2247	Microbial metabolism in diverse environments
01120	b2296	Microbial metabolism in diverse environments
01120	b2297	Microbial metabolism in diverse environments
01120	b2311	Microbial metabolism in diverse environments
01120	b2316	Microbial metabolism in diverse environments
01120	b2341	Microbial metabolism in diverse environments
01120	b2342	Microbial metabolism in diverse environments
01120	b2388	Microbial metabolism in diverse environments
01120	b2400	Microbial metabolism in diverse environments
01120	b2414	Microbial metabolism in diverse environments
01120	b2421	Microbial metabolism in diverse environments
01120	b2453	Microbial metabolism in diverse environments
01120	b2455	Microbial metabolism in diverse environments
01120	b2463	Microbial metabolism in diverse environments
01120	b2464	Microbial metabolism in diverse environments
01120	b2465	Microbial metabolism in diverse environments
01120	b2472	Microbial metabolism in diverse environments
01120	b2478	Microbial metabolism in diverse environments
01120	b2521	Microbial metabolism in diverse environments
01120	b2538	Microbial metabolism in diverse environments
01120	b2539	Microbial metabolism in diverse environments
01120	b2540	Microbial metabolism in diverse environments
01120	b2541	Microbial metabolism in diverse environments
01120	b2542	Microbial metabolism in diverse environments
01120	b2551	Microbial metabolism in diverse environments
01120	b2661	Microbial metabolism in diverse environments
01120	b2662	Microbial metabolism in diverse environments
01120	b2750	Microbial metabolism in diverse environments
01120	b2751	Microbial metabolism in diverse environments
01120	b2752	Microbial metabolism in diverse environments
01120	b2762	Microbial metabolism in diverse environments
01120	b2763	Microbial metabolism in diverse environments
01120	b2764	Microbial metabolism in diverse environments
01120	b2779	Microbial metabolism in diverse environments
01120	b2799	Microbial metabolism in diverse environments
01120	b2800	Microbial metabolism in diverse environments
01120	b2802	Microbial metabolism in diverse environments
01120	b2803	Microbial metabolism in diverse environments
01120	b2838	Microbial metabolism in diverse environments
01120	b2844	Microbial metabolism in diverse environments
01120	b2866	Microbial metabolism in diverse environments
01120	b2867	Microbial metabolism in diverse environments
01120	b2868	Microbial metabolism in diverse environments
01120	b2874	Microbial metabolism in diverse environments
01120	b2913	Microbial metabolism in diverse environments
01120	b2914	Microbial metabolism in diverse environments
01120	b2917	Microbial metabolism in diverse environments
01120	b2925	Microbial metabolism in diverse environments
01120	b2926	Microbial metabolism in diverse environments
01120	b2935	Microbial metabolism in diverse environments
01120	b2976	Microbial metabolism in diverse environments
01120	b2979	Microbial metabolism in diverse environments
01120	b2994	Microbial metabolism in diverse environments
01120	b2997	Microbial metabolism in diverse environments
01120	b3114	Microbial metabolism in diverse environments
01120	b3124	Microbial metabolism in diverse environments
01120	b3212	Microbial metabolism in diverse environments
01120	b3213	Microbial metabolism in diverse environments
01120	b3236	Microbial metabolism in diverse environments
01120	b3255	Microbial metabolism in diverse environments
01120	b3256	Microbial metabolism in diverse environments
01120	b3355	Microbial metabolism in diverse environments
01120	b3359	Microbial metabolism in diverse environments
01120	b3365	Microbial metabolism in diverse environments
01120	b3366	Microbial metabolism in diverse environments
01120	b3368	Microbial metabolism in diverse environments
01120	b3386	Microbial metabolism in diverse environments
01120	b3403	Microbial metabolism in diverse environments
01120	b3425	Microbial metabolism in diverse environments
01120	b3433	Microbial metabolism in diverse environments
01120	b3437	Microbial metabolism in diverse environments
01120	b3517	Microbial metabolism in diverse environments
01120	b3526	Microbial metabolism in diverse environments
01120	b3553	Microbial metabolism in diverse environments
01120	b3581	Microbial metabolism in diverse environments
01120	b3582	Microbial metabolism in diverse environments
01120	b3583	Microbial metabolism in diverse environments
01120	b3588	Microbial metabolism in diverse environments
01120	b3589	Microbial metabolism in diverse environments
01120	b3607	Microbial metabolism in diverse environments
01120	b3612	Microbial metabolism in diverse environments
01120	b3803	Microbial metabolism in diverse environments
01120	b3804	Microbial metabolism in diverse environments
01120	b3805	Microbial metabolism in diverse environments
01120	b3809	Microbial metabolism in diverse environments
01120	b3830	Microbial metabolism in diverse environments
01120	b3845	Microbial metabolism in diverse environments
01120	b3846	Microbial metabolism in diverse environments
01120	b3870	Microbial metabolism in diverse environments
01120	b3879	Microbial metabolism in diverse environments
01120	b3885	Microbial metabolism in diverse environments
01120	b3892	Microbial metabolism in diverse environments
01120	b3893	Microbial metabolism in diverse environments
01120	b3894	Microbial metabolism in diverse environments
01120	b3902	Microbial metabolism in diverse environments
01120	b3903	Microbial metabolism in diverse environments
01120	b3904	Microbial metabolism in diverse environments
01120	b3916	Microbial metabolism in diverse environments
01120	b3919	Microbial metabolism in diverse environments
01120	b3925	Microbial metabolism in diverse environments
01120	b3940	Microbial metabolism in diverse environments
01120	b3941	Microbial metabolism in diverse environments
01120	b3951	Microbial metabolism in diverse environments
01120	b3956	Microbial metabolism in diverse environments
01120	b4014	Microbial metabolism in diverse environments
01120	b4015	Microbial metabolism in diverse environments
01120	b4024	Microbial metabolism in diverse environments
01120	b4025	Microbial metabolism in diverse environments
01120	b4069	Microbial metabolism in diverse environments
01120	b4070	Microbial metabolism in diverse environments
01120	b4084	Microbial metabolism in diverse environments
01120	b4085	Microbial metabolism in diverse environments
01120	b4090	Microbial metabolism in diverse environments
01120	b4108	Microbial metabolism in diverse environments
01120	b4122	Microbial metabolism in diverse environments
01120	b4151	Microbial metabolism in diverse environments
01120	b4152	Microbial metabolism in diverse environments
01120	b4153	Microbial metabolism in diverse environments
01120	b4154	Microbial metabolism in diverse environments
01120	b4192	Microbial metabolism in diverse environments
01120	b4193	Microbial metabolism in diverse environments
01120	b4194	Microbial metabolism in diverse environments
01120	b4195	Microbial metabolism in diverse environments
01120	b4196	Microbial metabolism in diverse environments
01120	b4197	Microbial metabolism in diverse environments
01120	b4198	Microbial metabolism in diverse environments
01120	b4214	Microbial metabolism in diverse environments
01120	b4232	Microbial metabolism in diverse environments
01120	b4268	Microbial metabolism in diverse environments
01120	b4298	Microbial metabolism in diverse environments
01120	b4388	Microbial metabolism in diverse environments
01120	b4395	Microbial metabolism in diverse environments
01120	b4467	Microbial metabolism in diverse environments
01120	b4468	Microbial metabolism in diverse environments
01120	b4478	Microbial metabolism in diverse environments
01130	b0002	Biosynthesis of antibiotics
01130	b0008	Biosynthesis of antibiotics
01130	b0029	Biosynthesis of antibiotics
01130	b0031	Biosynthesis of antibiotics
01130	b0077	Biosynthesis of antibiotics
01130	b0078	Biosynthesis of antibiotics
01130	b0114	Biosynthesis of antibiotics
01130	b0115	Biosynthesis of antibiotics
01130	b0116	Biosynthesis of antibiotics
01130	b0118	Biosynthesis of antibiotics
01130	b0124	Biosynthesis of antibiotics
01130	b0173	Biosynthesis of antibiotics
01130	b0185	Biosynthesis of antibiotics
01130	b0242	Biosynthesis of antibiotics
01130	b0243	Biosynthesis of antibiotics
01130	b0268	Biosynthesis of antibiotics
01130	b0273	Biosynthesis of antibiotics
01130	b0356	Biosynthesis of antibiotics
01130	b0386	Biosynthesis of antibiotics
01130	b0388	Biosynthesis of antibiotics
01130	b0420	Biosynthesis of antibiotics
01130	b0421	Biosynthesis of antibiotics
01130	b0474	Biosynthesis of antibiotics
01130	b0514	Biosynthesis of antibiotics
01130	b0522	Biosynthesis of antibiotics
01130	b0523	Biosynthesis of antibiotics
01130	b0583	Biosynthesis of antibiotics
01130	b0586	Biosynthesis of antibiotics
01130	b0593	Biosynthesis of antibiotics
01130	b0594	Biosynthesis of antibiotics
01130	b0595	Biosynthesis of antibiotics
01130	b0596	Biosynthesis of antibiotics
01130	b0677	Biosynthesis of antibiotics
01130	b0688	Biosynthesis of antibiotics
01130	b0693	Biosynthesis of antibiotics
01130	b0720	Biosynthesis of antibiotics
01130	b0721	Biosynthesis of antibiotics
01130	b0722	Biosynthesis of antibiotics
01130	b0723	Biosynthesis of antibiotics
01130	b0724	Biosynthesis of antibiotics
01130	b0726	Biosynthesis of antibiotics
01130	b0727	Biosynthesis of antibiotics
01130	b0728	Biosynthesis of antibiotics
01130	b0729	Biosynthesis of antibiotics
01130	b0754	Biosynthesis of antibiotics
01130	b0755	Biosynthesis of antibiotics
01130	b0756	Biosynthesis of antibiotics
01130	b0767	Biosynthesis of antibiotics
01130	b0771	Biosynthesis of antibiotics
01130	b0870	Biosynthesis of antibiotics
01130	b0907	Biosynthesis of antibiotics
01130	b0908	Biosynthesis of antibiotics
01130	b0928	Biosynthesis of antibiotics
01130	b1014	Biosynthesis of antibiotics
01130	b1092	Biosynthesis of antibiotics
01130	b1093	Biosynthesis of antibiotics
01130	b1131	Biosynthesis of antibiotics
01130	b1136	Biosynthesis of antibiotics
01130	b1207	Biosynthesis of antibiotics
01130	b1208	Biosynthesis of antibiotics
01130	b1236	Biosynthesis of antibiotics
01130	b1241	Biosynthesis of antibiotics
01130	b1260	Biosynthesis of antibiotics
01130	b1261	Biosynthesis of antibiotics
01130	b1262	Biosynthesis of antibiotics
01130	b1263	Biosynthesis of antibiotics
01130	b1264	Biosynthesis of antibiotics
01130	b1276	Biosynthesis of antibiotics
01130	b1288	Biosynthesis of antibiotics
01130	b1378	Biosynthesis of antibiotics
01130	b1393	Biosynthesis of antibiotics
01130	b1448	Biosynthesis of antibiotics
01130	b1478	Biosynthesis of antibiotics
01130	b1611	Biosynthesis of antibiotics
01130	b1612	Biosynthesis of antibiotics
01130	b1613	Biosynthesis of antibiotics
01130	b1676	Biosynthesis of antibiotics
01130	b1692	Biosynthesis of antibiotics
01130	b1693	Biosynthesis of antibiotics
01130	b1704	Biosynthesis of antibiotics
01130	b1723	Biosynthesis of antibiotics
01130	b1732	Biosynthesis of antibiotics
01130	b1779	Biosynthesis of antibiotics
01130	b1780	Biosynthesis of antibiotics
01130	b1814	Biosynthesis of antibiotics
01130	b1849	Biosynthesis of antibiotics
01130	b1852	Biosynthesis of antibiotics
01130	b1854	Biosynthesis of antibiotics
01130	b2021	Biosynthesis of antibiotics
01130	b2029	Biosynthesis of antibiotics
01130	b2038	Biosynthesis of antibiotics
01130	b2039	Biosynthesis of antibiotics
01130	b2040	Biosynthesis of antibiotics
01130	b2041	Biosynthesis of antibiotics
01130	b2042	Biosynthesis of antibiotics
01130	b2048	Biosynthesis of antibiotics
01130	b2097	Biosynthesis of antibiotics
01130	b2210	Biosynthesis of antibiotics
01130	b2224	Biosynthesis of antibiotics
01130	b2265	Biosynthesis of antibiotics
01130	b2290	Biosynthesis of antibiotics
01130	b2312	Biosynthesis of antibiotics
01130	b2316	Biosynthesis of antibiotics
01130	b2329	Biosynthesis of antibiotics
01130	b2341	Biosynthesis of antibiotics
01130	b2342	Biosynthesis of antibiotics
01130	b2388	Biosynthesis of antibiotics
01130	b2414	Biosynthesis of antibiotics
01130	b2421	Biosynthesis of antibiotics
01130	b2453	Biosynthesis of antibiotics
01130	b2464	Biosynthesis of antibiotics
01130	b2465	Biosynthesis of antibiotics
01130	b2476	Biosynthesis of antibiotics
01130	b2478	Biosynthesis of antibiotics
01130	b2499	Biosynthesis of antibiotics
01130	b2500	Biosynthesis of antibiotics
01130	b2515	Biosynthesis of antibiotics
01130	b2518	Biosynthesis of antibiotics
01130	b2551	Biosynthesis of antibiotics
01130	b2557	Biosynthesis of antibiotics
01130	b2599	Biosynthesis of antibiotics
01130	b2600	Biosynthesis of antibiotics
01130	b2601	Biosynthesis of antibiotics
01130	b2746	Biosynthesis of antibiotics
01130	b2747	Biosynthesis of antibiotics
01130	b2751	Biosynthesis of antibiotics
01130	b2752	Biosynthesis of antibiotics
01130	b2779	Biosynthesis of antibiotics
01130	b2797	Biosynthesis of antibiotics
01130	b2818	Biosynthesis of antibiotics
01130	b2838	Biosynthesis of antibiotics
01130	b2844	Biosynthesis of antibiotics
01130	b2889	Biosynthesis of antibiotics
01130	b2903	Biosynthesis of antibiotics
01130	b2904	Biosynthesis of antibiotics
01130	b2905	Biosynthesis of antibiotics
01130	b2913	Biosynthesis of antibiotics
01130	b2914	Biosynthesis of antibiotics
01130	b2925	Biosynthesis of antibiotics
01130	b2926	Biosynthesis of antibiotics
01130	b2935	Biosynthesis of antibiotics
01130	b2965	Biosynthesis of antibiotics
01130	b2979	Biosynthesis of antibiotics
01130	b3117	Biosynthesis of antibiotics
01130	b3124	Biosynthesis of antibiotics
01130	b3172	Biosynthesis of antibiotics
01130	b3176	Biosynthesis of antibiotics
01130	b3212	Biosynthesis of antibiotics
01130	b3213	Biosynthesis of antibiotics
01130	b3236	Biosynthesis of antibiotics
01130	b3255	Biosynthesis of antibiotics
01130	b3256	Biosynthesis of antibiotics
01130	b3281	Biosynthesis of antibiotics
01130	b3359	Biosynthesis of antibiotics
01130	b3385	Biosynthesis of antibiotics
01130	b3386	Biosynthesis of antibiotics
01130	b3389	Biosynthesis of antibiotics
01130	b3390	Biosynthesis of antibiotics
01130	b3403	Biosynthesis of antibiotics
01130	b3433	Biosynthesis of antibiotics
01130	b3437	Biosynthesis of antibiotics
01130	b3572	Biosynthesis of antibiotics
01130	b3589	Biosynthesis of antibiotics
01130	b3612	Biosynthesis of antibiotics
01130	b3670	Biosynthesis of antibiotics
01130	b3671	Biosynthesis of antibiotics
01130	b3729	Biosynthesis of antibiotics
01130	b3730	Biosynthesis of antibiotics
01130	b3769	Biosynthesis of antibiotics
01130	b3770	Biosynthesis of antibiotics
01130	b3771	Biosynthesis of antibiotics
01130	b3772	Biosynthesis of antibiotics
01130	b3774	Biosynthesis of antibiotics
01130	b3788	Biosynthesis of antibiotics
01130	b3789	Biosynthesis of antibiotics
01130	b3809	Biosynthesis of antibiotics
01130	b3830	Biosynthesis of antibiotics
01130	b3845	Biosynthesis of antibiotics
01130	b3846	Biosynthesis of antibiotics
01130	b3879	Biosynthesis of antibiotics
01130	b3916	Biosynthesis of antibiotics
01130	b3919	Biosynthesis of antibiotics
01130	b3925	Biosynthesis of antibiotics
01130	b3939	Biosynthesis of antibiotics
01130	b3940	Biosynthesis of antibiotics
01130	b3957	Biosynthesis of antibiotics
01130	b3958	Biosynthesis of antibiotics
01130	b3959	Biosynthesis of antibiotics
01130	b3960	Biosynthesis of antibiotics
01130	b4005	Biosynthesis of antibiotics
01130	b4006	Biosynthesis of antibiotics
01130	b4024	Biosynthesis of antibiotics
01130	b4025	Biosynthesis of antibiotics
01130	b4054	Biosynthesis of antibiotics
01130	b4069	Biosynthesis of antibiotics
01130	b4090	Biosynthesis of antibiotics
01130	b4122	Biosynthesis of antibiotics
01130	b4151	Biosynthesis of antibiotics
01130	b4152	Biosynthesis of antibiotics
01130	b4153	Biosynthesis of antibiotics
01130	b4154	Biosynthesis of antibiotics
01130	b4214	Biosynthesis of antibiotics
01130	b4232	Biosynthesis of antibiotics
01130	b4254	Biosynthesis of antibiotics
01130	b4268	Biosynthesis of antibiotics
01130	b4298	Biosynthesis of antibiotics
01130	b4388	Biosynthesis of antibiotics
01130	b4395	Biosynthesis of antibiotics
01130	b4467	Biosynthesis of antibiotics
01130	b4468	Biosynthesis of antibiotics
01130	b4471	Biosynthesis of antibiotics
01200	b0008	Carbon metabolism
01200	b0114	Carbon metabolism
01200	b0115	Carbon metabolism
01200	b0116	Carbon metabolism
01200	b0118	Carbon metabolism
01200	b0185	Carbon metabolism
01200	b0323	Carbon metabolism
01200	b0355	Carbon metabolism
01200	b0356	Carbon metabolism
01200	b0521	Carbon metabolism
01200	b0529	Carbon metabolism
01200	b0720	Carbon metabolism
01200	b0721	Carbon metabolism
01200	b0722	Carbon metabolism
01200	b0723	Carbon metabolism
01200	b0724	Carbon metabolism
01200	b0726	Carbon metabolism
01200	b0727	Carbon metabolism
01200	b0728	Carbon metabolism
01200	b0729	Carbon metabolism
01200	b0755	Carbon metabolism
01200	b0767	Carbon metabolism
01200	b0771	Carbon metabolism
01200	b0907	Carbon metabolism
01200	b1136	Carbon metabolism
01200	b1207	Carbon metabolism
01200	b1276	Carbon metabolism
01200	b1378	Carbon metabolism
01200	b1479	Carbon metabolism
01200	b1611	Carbon metabolism
01200	b1612	Carbon metabolism
01200	b1676	Carbon metabolism
01200	b1702	Carbon metabolism
01200	b1723	Carbon metabolism
01200	b1732	Carbon metabolism
01200	b1779	Carbon metabolism
01200	b1814	Carbon metabolism
01200	b1850	Carbon metabolism
01200	b1851	Carbon metabolism
01200	b1852	Carbon metabolism
01200	b1854	Carbon metabolism
01200	b2029	Carbon metabolism
01200	b2097	Carbon metabolism
01200	b2154	Carbon metabolism
01200	b2210	Carbon metabolism
01200	b2224	Carbon metabolism
01200	b2296	Carbon metabolism
01200	b2297	Carbon metabolism
01200	b2316	Carbon metabolism
01200	b2341	Carbon metabolism
01200	b2388	Carbon metabolism
01200	b2414	Carbon metabolism
01200	b2421	Carbon metabolism
01200	b2463	Carbon metabolism
01200	b2464	Carbon metabolism
01200	b2465	Carbon metabolism
01200	b2551	Carbon metabolism
01200	b2779	Carbon metabolism
01200	b2797	Carbon metabolism
01200	b2844	Carbon metabolism
01200	b2874	Carbon metabolism
01200	b2903	Carbon metabolism
01200	b2904	Carbon metabolism
01200	b2905	Carbon metabolism
01200	b2913	Carbon metabolism
01200	b2914	Carbon metabolism
01200	b2917	Carbon metabolism
01200	b2925	Carbon metabolism
01200	b2926	Carbon metabolism
01200	b2935	Carbon metabolism
01200	b2976	Carbon metabolism
01200	b3117	Carbon metabolism
01200	b3236	Carbon metabolism
01200	b3255	Carbon metabolism
01200	b3256	Carbon metabolism
01200	b3355	Carbon metabolism
01200	b3386	Carbon metabolism
01200	b3403	Carbon metabolism
01200	b3437	Carbon metabolism
01200	b3526	Carbon metabolism
01200	b3607	Carbon metabolism
01200	b3612	Carbon metabolism
01200	b3772	Carbon metabolism
01200	b3846	Carbon metabolism
01200	b3882	Carbon metabolism
01200	b3892	Carbon metabolism
01200	b3893	Carbon metabolism
01200	b3894	Carbon metabolism
01200	b3916	Carbon metabolism
01200	b3919	Carbon metabolism
01200	b3925	Carbon metabolism
01200	b3941	Carbon metabolism
01200	b3956	Carbon metabolism
01200	b4014	Carbon metabolism
01200	b4015	Carbon metabolism
01200	b4025	Carbon metabolism
01200	b4069	Carbon metabolism
01200	b4090	Carbon metabolism
01200	b4122	Carbon metabolism
01200	b4151	Carbon metabolism
01200	b4152	Carbon metabolism
01200	b4153	Carbon metabolism
01200	b4154	Carbon metabolism
01200	b4232	Carbon metabolism
01200	b4268	Carbon metabolism
01200	b4388	Carbon metabolism
01200	b4395	Carbon metabolism
01200	b4471	Carbon metabolism
01210	b0071	2-Oxocarboxylic acid metabolism
01210	b0072	2-Oxocarboxylic acid metabolism
01210	b0073	2-Oxocarboxylic acid metabolism
01210	b0074	2-Oxocarboxylic acid metabolism
01210	b0077	2-Oxocarboxylic acid metabolism
01210	b0078	2-Oxocarboxylic acid metabolism
01210	b0118	2-Oxocarboxylic acid metabolism
01210	b0720	2-Oxocarboxylic acid metabolism
01210	b0771	2-Oxocarboxylic acid metabolism
01210	b0928	2-Oxocarboxylic acid metabolism
01210	b1136	2-Oxocarboxylic acid metabolism
01210	b1276	2-Oxocarboxylic acid metabolism
01210	b2290	2-Oxocarboxylic acid metabolism
01210	b2818	2-Oxocarboxylic acid metabolism
01210	b3359	2-Oxocarboxylic acid metabolism
01210	b3433	2-Oxocarboxylic acid metabolism
01210	b3670	2-Oxocarboxylic acid metabolism
01210	b3671	2-Oxocarboxylic acid metabolism
01210	b3769	2-Oxocarboxylic acid metabolism
01210	b3770	2-Oxocarboxylic acid metabolism
01210	b3771	2-Oxocarboxylic acid metabolism
01210	b3774	2-Oxocarboxylic acid metabolism
01210	b3957	2-Oxocarboxylic acid metabolism
01210	b3958	2-Oxocarboxylic acid metabolism
01210	b3959	2-Oxocarboxylic acid metabolism
01210	b4024	2-Oxocarboxylic acid metabolism
01212	b0180	Fatty acid metabolism
01212	b0185	Fatty acid metabolism
01212	b0221	Fatty acid metabolism
01212	b0954	Fatty acid metabolism
01212	b1091	Fatty acid metabolism
01212	b1092	Fatty acid metabolism
01212	b1093	Fatty acid metabolism
01212	b1095	Fatty acid metabolism
01212	b1288	Fatty acid metabolism
01212	b1393	Fatty acid metabolism
01212	b1805	Fatty acid metabolism
01212	b2224	Fatty acid metabolism
01212	b2316	Fatty acid metabolism
01212	b2323	Fatty acid metabolism
01212	b2341	Fatty acid metabolism
01212	b2342	Fatty acid metabolism
01212	b2844	Fatty acid metabolism
01212	b3255	Fatty acid metabolism
01212	b3256	Fatty acid metabolism
01212	b3845	Fatty acid metabolism
01212	b3846	Fatty acid metabolism
01220	b0347	Degradation of aromatic compounds
01220	b0348	Degradation of aromatic compounds
01220	b0349	Degradation of aromatic compounds
01220	b0350	Degradation of aromatic compounds
01220	b0351	Degradation of aromatic compounds
01220	b0352	Degradation of aromatic compounds
01220	b0356	Degradation of aromatic compounds
01220	b1241	Degradation of aromatic compounds
01220	b1461	Degradation of aromatic compounds
01220	b1478	Degradation of aromatic compounds
01220	b2311	Degradation of aromatic compounds
01220	b2538	Degradation of aromatic compounds
01220	b2539	Degradation of aromatic compounds
01220	b2540	Degradation of aromatic compounds
01220	b2541	Degradation of aromatic compounds
01220	b2542	Degradation of aromatic compounds
01220	b3589	Degradation of aromatic compounds
01230	b0002	Biosynthesis of amino acids
01230	b0003	Biosynthesis of amino acids
01230	b0004	Biosynthesis of amino acids
01230	b0008	Biosynthesis of amino acids
01230	b0031	Biosynthesis of amino acids
01230	b0071	Biosynthesis of amino acids
01230	b0072	Biosynthesis of amino acids
01230	b0073	Biosynthesis of amino acids
01230	b0074	Biosynthesis of amino acids
01230	b0077	Biosynthesis of amino acids
01230	b0078	Biosynthesis of amino acids
01230	b0118	Biosynthesis of amino acids
01230	b0159	Biosynthesis of amino acids
01230	b0166	Biosynthesis of amino acids
01230	b0242	Biosynthesis of amino acids
01230	b0243	Biosynthesis of amino acids
01230	b0268	Biosynthesis of amino acids
01230	b0273	Biosynthesis of amino acids
01230	b0386	Biosynthesis of amino acids
01230	b0388	Biosynthesis of amino acids
01230	b0720	Biosynthesis of amino acids
01230	b0754	Biosynthesis of amino acids
01230	b0755	Biosynthesis of amino acids
01230	b0771	Biosynthesis of amino acids
01230	b0870	Biosynthesis of amino acids
01230	b0907	Biosynthesis of amino acids
01230	b0908	Biosynthesis of amino acids
01230	b0928	Biosynthesis of amino acids
01230	b1136	Biosynthesis of amino acids
01230	b1207	Biosynthesis of amino acids
01230	b1260	Biosynthesis of amino acids
01230	b1261	Biosynthesis of amino acids
01230	b1262	Biosynthesis of amino acids
01230	b1263	Biosynthesis of amino acids
01230	b1264	Biosynthesis of amino acids
01230	b1276	Biosynthesis of amino acids
01230	b1622	Biosynthesis of amino acids
01230	b1676	Biosynthesis of amino acids
01230	b1693	Biosynthesis of amino acids
01230	b1704	Biosynthesis of amino acids
01230	b1723	Biosynthesis of amino acids
01230	b1779	Biosynthesis of amino acids
01230	b1814	Biosynthesis of amino acids
01230	b1854	Biosynthesis of amino acids
01230	b2019	Biosynthesis of amino acids
01230	b2020	Biosynthesis of amino acids
01230	b2021	Biosynthesis of amino acids
01230	b2022	Biosynthesis of amino acids
01230	b2023	Biosynthesis of amino acids
01230	b2024	Biosynthesis of amino acids
01230	b2025	Biosynthesis of amino acids
01230	b2026	Biosynthesis of amino acids
01230	b2097	Biosynthesis of amino acids
01230	b2290	Biosynthesis of amino acids
01230	b2329	Biosynthesis of amino acids
01230	b2414	Biosynthesis of amino acids
01230	b2421	Biosynthesis of amino acids
01230	b2464	Biosynthesis of amino acids
01230	b2465	Biosynthesis of amino acids
01230	b2472	Biosynthesis of amino acids
01230	b2478	Biosynthesis of amino acids
01230	b2551	Biosynthesis of amino acids
01230	b2599	Biosynthesis of amino acids
01230	b2600	Biosynthesis of amino acids
01230	b2601	Biosynthesis of amino acids
01230	b2687	Biosynthesis of amino acids
01230	b2779	Biosynthesis of amino acids
01230	b2797	Biosynthesis of amino acids
01230	b2818	Biosynthesis of amino acids
01230	b2838	Biosynthesis of amino acids
01230	b2913	Biosynthesis of amino acids
01230	b2914	Biosynthesis of amino acids
01230	b2925	Biosynthesis of amino acids
01230	b2926	Biosynthesis of amino acids
01230	b2935	Biosynthesis of amino acids
01230	b2942	Biosynthesis of amino acids
01230	b3008	Biosynthesis of amino acids
01230	b3117	Biosynthesis of amino acids
01230	b3172	Biosynthesis of amino acids
01230	b3212	Biosynthesis of amino acids
01230	b3213	Biosynthesis of amino acids
